Conta:;11392 - 2.1.1.01.001 - A 2 F INDUSTRIA FARMACEUTICA LTDA;;;;;
23/04/2024;PAGAMENTO DUPLICATA Nº 3754683 ; ;0424-00005352;87,28;;69.567,49C
24/04/2024;NOTA FISCAL Nº 3827711 ;3152;0424-00000486;;20,77;69.588,26C
24/04/2024;NOTA FISCAL Nº 3827679 ;3152;0424-00000487;;89,91;69.678,17C
24/04/2024;NOTA FISCAL Nº 3827678 ;3152;0424-00000488;;46,17;69.724,34C
24/04/2024;NOTA FISCAL Nº 3827677 ;3152;0424-00000489;;166,39;69.890,73C
24/04/2024;NOTA FISCAL Nº 3827676 ;3152;0424-00000490;;96,52;69.987,25C
24/04/2024;NOTA FISCAL Nº 3827776 ;3152;0424-00000491;;76,08;70.063,33C
24/04/2024;NOTA FISCAL Nº 3827778 ;3152;0424-00000492;;60,24;70.123,57C
24/04/2024;NOTA FISCAL Nº 3827752 ;3152;0424-00000493;;160,7;70.284,27C
24/04/2024;NOTA FISCAL Nº 3827751 ;3152;0424-00000494;;484,89;70.769,16C
24/04/2024;NOTA FISCAL Nº 3827738 ;3152;0424-00000495;;227,77;70.996,93C
24/04/2024;NOTA FISCAL Nº 3827681 ;5782;0424-00001252;;103,66;71.100,59C
24/04/2024;NOTA FISCAL Nº 3827788 ;5782;0424-00001256;;569,66;71.670,25C
24/04/2024;NOTA FISCAL Nº 3827789 ;5782;0424-00001257;;107,38;71.777,63C
24/04/2024;NOTA FISCAL Nº 3827749 ;5782;0424-00001277;;762,67;72.540,30C
24/04/2024;NOTA FISCAL Nº 3827774 ;5782;0424-00001289;;12,77;72.553,07C
24/04/2024;NOTA FISCAL Nº 3827728 ;5782;0424-00001311;;265,44;72.818,51C
24/04/2024;NOTA FISCAL Nº 3827775 ;5782;0424-00001340;;283,76;73.102,27C
24/04/2024;NOTA FISCAL Nº 3827727 ;5782;0424-00001353;;497,94;73.600,21C
24/04/2024;NOTA FISCAL Nº 3827777 ;5782;0424-00001355;;381,32;73.981,53C
24/04/2024;NOTA FISCAL Nº 3827779 ;5782;0424-00001369;;348,84;74.330,37C
24/04/2024;NOTA FISCAL Nº 3827729 ;5782;0424-00001374;;65,25;74.395,62C
24/04/2024;PAGAMENTO DUPLICATA Nº 3793265 ; ;0424-00004380;60,55;;74.335,07C
24/04/2024;PAGAMENTO DUPLICATA Nº 3793264 ; ;0424-00004385;150,75;;74.184,32C
24/04/2024;PAGAMENTO DUPLICATA Nº 3793245 ; ;0424-00004426;194,35;;73.989,97C
24/04/2024;PAGAMENTO DUPLICATA Nº 3793244 ; ;0424-00004454;325,91;;73.664,06C
24/04/2024;PAGAMENTO DUPLICATA Nº 3794111 ; ;0424-00005384;58,81;;73.605,25C
24/04/2024;PAGAMENTO DUPLICATA Nº 3793112 ; ;0424-00005385;342,61;;73.262,64C
24/04/2024;PAGAMENTO DUPLICATA Nº 3794110 ; ;0424-00005386;513,81;;72.748,83C
25/04/2024;NOTA FISCAL Nº 3829247 ;3152;0424-00000496;;57,73;72.806,56C
25/04/2024;NOTA FISCAL Nº 3829246 ;3152;0424-00000497;;143,11;72.949,67C
25/04/2024;NOTA FISCAL Nº 3829124 ;3152;0424-00000498;;54,43;73.004,10C
25/04/2024;NOTA FISCAL Nº 3829123 ;3152;0424-00000499;;166,25;73.170,35C
26/04/2024;NOTA FISCAL Nº 3831232 ;3152;0424-00000500;;347,82;73.518,17C
26/04/2024;NOTA FISCAL Nº 3830733 ;3152;0424-00000501;;10,56;73.528,73C
26/04/2024;NOTA FISCAL Nº 3830732 ;3152;0424-00000502;;282,19;73.810,92C
26/04/2024;NOTA FISCAL Nº 3831895 ;5782;0424-00001238;;141,03;73.951,95C
26/04/2024;NOTA FISCAL Nº 3831896 ;5782;0424-00001244;;1.168,28;75.120,23C
26/04/2024;NOTA FISCAL Nº 3832153 ;5782;0424-00001265;;1.503,56;76.623,79C
26/04/2024;NOTA FISCAL Nº 3832152 ;5782;0424-00001293;;2.796,73;79.420,52C
26/04/2024;NOTA FISCAL Nº 3831863 ;5782;0424-00001318;;23,36;79.443,88C
26/04/2024;NOTA FISCAL Nº 3832154 ;5782;0424-00001328;;134,33;79.578,21C
26/04/2024;PAGAMENTO DUPLICATA Nº 3796628 ; ;0424-00004408;112,3;;79.465,91C
27/04/2024;NOTA FISCAL Nº 3833569 ;3152;0424-00000503;;102,43;79.568,34C
27/04/2024;NOTA FISCAL Nº 3833142 ;3152;0424-00000504;;25,56;79.593,90C
27/04/2024;NOTA FISCAL Nº 3833141 ;3152;0424-00000505;;321,36;79.915,26C
27/04/2024;NOTA FISCAL Nº 3832429 ;3152;0424-00000506;;27,47;79.942,73C
27/04/2024;NOTA FISCAL Nº 3833139 ;3152;0424-00000507;;40,68;79.983,41C
27/04/2024;NOTA FISCAL Nº 3832527 ;3152;0424-00000508;;594,15;80.577,56C
27/04/2024;NOTA FISCAL Nº 3833140 ;3152;0424-00000509;;144,03;80.721,59C
27/04/2024;NOTA FISCAL Nº 3833141 ;3152;0424-00000515;;7,51;80.729,10C
27/04/2024;NOTA FISCAL Nº 3833152 ;5782;0424-00001231;;245,57;80.974,67C
27/04/2024;NOTA FISCAL Nº 3832234 ;5782;0424-00001243;;24,85;80.999,52C
27/04/2024;NOTA FISCAL Nº 3832233 ;5782;0424-00001263;;109,9;81.109,42C
27/04/2024;NOTA FISCAL Nº 3833151 ;5782;0424-00001267;;675,61;81.785,03C
27/04/2024;NOTA FISCAL Nº 3833159 ;5782;0424-00001291;;183,11;81.968,14C
27/04/2024;NOTA FISCAL Nº 3832436 ;5782;0424-00001297;;256,54;82.224,68C
27/04/2024;NOTA FISCAL Nº 3832456 ;5782;0424-00001298;;34,79;82.259,47C
27/04/2024;NOTA FISCAL Nº 3833154 ;5782;0424-00001299;;28,18;82.287,65C
27/04/2024;NOTA FISCAL Nº 3832455 ;5782;0424-00001320;;595,9;82.883,55C
27/04/2024;NOTA FISCAL Nº 3833158 ;5782;0424-00001348;;79,95;82.963,50C
27/04/2024;NOTA FISCAL Nº 3832561 ;5782;0424-00001362;;297,08;83.260,58C
27/04/2024;NOTA FISCAL Nº 3832328 ;5782;0424-00001372;;105,49;83.366,07C
27/04/2024;PAGAMENTO DUPLICATA Nº 3798869 ; ;0424-00004348;20,68;;83.345,39C
27/04/2024;PAGAMENTO DUPLICATA Nº 3758999 ; ;0424-00004382;62,63;;83.282,76C
27/04/2024;PAGAMENTO DUPLICATA Nº 3758952 ; ;0424-00004395;79,61;;83.203,15C
27/04/2024;PAGAMENTO DUPLICATA Nº 3800059 ; ;0424-00004420;363,51;;82.839,64C
27/04/2024;PAGAMENTO DUPLICATA Nº 3800038 ; ;0424-00004427;190,52;;82.649,12C
27/04/2024;PAGAMENTO DUPLICATA Nº 3800040 ; ;0424-00004429;481,51;;82.167,61C
27/04/2024;PAGAMENTO DUPLICATA Nº 3798871 ; ;0424-00004439;253,98;;81.913,63C
27/04/2024;PAGAMENTO DUPLICATA Nº 3800058 ; ;0424-00004446;276,69;;81.636,94C
27/04/2024;PAGAMENTO DUPLICATA Nº 3800060 ; ;0424-00004458;800,09;;80.836,85C
27/04/2024;PAGAMENTO DUPLICATA Nº 3800033 ; ;0424-00004470;633,94;;80.202,91C
27/04/2024;PAGAMENTO DUPLICATA Nº 3799553 ; ;0424-00005445;48,2;;80.154,71C
27/04/2024;PAGAMENTO DUPLICATA Nº 3799554 ; ;0424-00005446;109,56;;80.045,15C
27/04/2024;PAGAMENTO DUPLICATA Nº 3799878 ; ;0424-00005447;113,48;;79.931,67C
27/04/2024;PAGAMENTO DUPLICATA Nº 3759079 ; ;0424-00005448;129,24;;79.802,43C
27/04/2024;PAGAMENTO DUPLICATA Nº 3800039 ; ;0424-00005449;313,48;;79.488,95C
27/04/2024;PAGAMENTO DUPLICATA Nº 3798870 ; ;0424-00005450;354,11;;79.134,84C
27/04/2024;PAGAMENTO DUPLICATA Nº 3799876 ; ;0424-00005451;489;;78.645,84C
29/04/2024;PAGAMENTO DUPLICATA Nº 3725991 ; ;0424-00004334;10,4;;78.635,44C
29/04/2024;PAGAMENTO DUPLICATA Nº 3762933 ; ;0424-00004339;14,04;;78.621,40C
29/04/2024;PAGAMENTO DUPLICATA Nº 3726151 ; ;0424-00004344;17,78;;78.603,62C
29/04/2024;PAGAMENTO DUPLICATA Nº 3762814 ; ;0424-00004370;47,47;;78.556,15C
29/04/2024;PAGAMENTO DUPLICATA Nº 3762789 ; ;0424-00004372;49,41;;78.506,74C
29/04/2024;PAGAMENTO DUPLICATA Nº 3762790 ; ;0424-00004379;60,44;;78.446,30C
30/04/2024;NOTA FISCAL Nº 3834024 ;3152;0424-00000510;;392,49;78.838,79C
30/04/2024;NOTA FISCAL Nº 3835530 ;3152;0424-00000511;;46,17;78.884,96C
30/04/2024;NOTA FISCAL Nº 3834025 ;3152;0424-00000512;;143,35;79.028,31C
30/04/2024;NOTA FISCAL Nº 3833798 ;5782;0424-00001228;;188,83;79.217,14C
30/04/2024;NOTA FISCAL Nº 3835183 ;5782;0424-00001248;;65,27;79.282,41C
30/04/2024;NOTA FISCAL Nº 3835182 ;5782;0424-00001295;;104,28;79.386,69C
30/04/2024;NOTA FISCAL Nº 3834389 ;5782;0424-00001350;;28,18;79.414,87C
30/04/2024;NOTA FISCAL Nº 3834387 ;5782;0424-00001351;;748,12;80.162,99C
30/04/2024;NOTA FISCAL Nº 3834388 ;5782;0424-00001366;;308,1;80.471,09C
30/04/2024;PAGAMENTO DUPLICATA Nº 3727424 ; ;0424-00004338;12,91;;80.458,18C
30/04/2024;PAGAMENTO DUPLICATA Nº 3727299 ; ;0424-00004449;129,44;;80.328,74C
30/04/2024;PAGAMENTO DUPLICATA Nº 3727298 ; ;0424-00004460;162,1;;80.166,64C
02/05/2024;NOTA FISCAL Nº 3835689 ;3152;0524-00000340;;111,23;80.277,87C
02/05/2024;NOTA FISCAL Nº 3835716 ;3152;0524-00000341;;216,91;80.494,78C
02/05/2024;NOTA FISCAL Nº 3836277 ;3152;0524-00000342;;385,32;80.880,10C
02/05/2024;NOTA FISCAL Nº 3836278 ;3152;0524-00000343;;28,92;80.909,02C
02/05/2024;NOTA FISCAL Nº 3836518 ;3152;0524-00000344;;341,93;81.250,95C
02/05/2024;NOTA FISCAL Nº 3836517 ;3152;0524-00000345;;539,19;81.790,14C
02/05/2024;NOTA FISCAL Nº 3836276 ;3152;0524-00000346;;1.202,50;82.992,64C
02/05/2024;NOTA FISCAL Nº 3836275 ;3152;0524-00000347;;19,19;83.011,83C
02/05/2024;NOTA FISCAL Nº 3836268 ;3152;0524-00000348;;17,43;83.029,26C
02/05/2024;NOTA FISCAL Nº 3836267 ;3152;0524-00000349;;399,79;83.429,05C
02/05/2024;NOTA FISCAL Nº 3836245 ;5782;0524-00001116;;199,79;83.628,84C
02/05/2024;NOTA FISCAL Nº 3836249 ;5782;0524-00001117;;90,49;83.719,33C
02/05/2024;NOTA FISCAL Nº 3836337 ;5782;0524-00001118;;83,57;83.802,90C
02/05/2024;NOTA FISCAL Nº 3836627 ;5782;0524-00001119;;949,57;84.752,47C
02/05/2024;NOTA FISCAL Nº 3836629 ;5782;0524-00001120;;1.738,93;86.491,40C
02/05/2024;NOTA FISCAL Nº 3835822 ;5782;0524-00001121;;243,08;86.734,48C
02/05/2024;NOTA FISCAL Nº 3835821 ;5782;0524-00001122;;820,11;87.554,59C
02/05/2024;NOTA FISCAL Nº 3835819 ;5782;0524-00001123;;1.442,16;88.996,75C
02/05/2024;NOTA FISCAL Nº 3835820 ;5782;0524-00001124;;54,34;89.051,09C
02/05/2024;NOTA FISCAL Nº 3835820 ;5782;0524-00001125;;170;89.221,09C
02/05/2024;NOTA FISCAL Nº 3835791 ;5782;0524-00001126;;345,92;89.567,01C
02/05/2024;NOTA FISCAL Nº 3835790 ;5782;0524-00001127;;517,57;90.084,58C
02/05/2024;NOTA FISCAL Nº 3836628 ;5782;0524-00001128;;940,44;91.025,02C
02/05/2024;NOTA FISCAL Nº 3835719 ;5782;0524-00001129;;30,84;91.055,86C
02/05/2024;NOTA FISCAL Nº 3835718 ;5782;0524-00001130;;967,27;92.023,13C
02/05/2024;PAGAMENTO DUPLICATA Nº 3802860 ; ;0524-00004946;15,31;;92.007,82C
02/05/2024;PAGAMENTO DUPLICATA Nº 3802861 ; ;0524-00004954;240,49;;91.767,33C
02/05/2024;PAGAMENTO DUPLICATA Nº 3802856 ; ;0524-00004958;453,05;;91.314,28C
02/05/2024;PAGAMENTO DUPLICATA Nº 3802857 ; ;0524-00004961;500,11;;90.814,17C
03/05/2024;NOTA FISCAL Nº 3837229 ;3152;0524-00000350;;512,03;91.326,20C
03/05/2024;NOTA FISCAL Nº 3837230 ;3152;0524-00000351;;241,93;91.568,13C
03/05/2024;NOTA FISCAL Nº 3837192 ;3152;0524-00000352;;183,1;91.751,23C
03/05/2024;NOTA FISCAL Nº 3837191 ;3152;0524-00000353;;95,44;91.846,67C
03/05/2024;NOTA FISCAL Nº 3837188 ;3152;0524-00000354;;670,08;92.516,75C
03/05/2024;NOTA FISCAL Nº 3837193 ;3152;0524-00000355;;110,17;92.626,92C
03/05/2024;NOTA FISCAL Nº 3837688 ;5782;0524-00001131;;146,31;92.773,23C
03/05/2024;NOTA FISCAL Nº 3837689 ;5782;0524-00001132;;736,95;93.510,18C
03/05/2024;NOTA FISCAL Nº 3837690 ;5782;0524-00001133;;28,82;93.539,00C
03/05/2024;NOTA FISCAL Nº 3837187 ;5782;0524-00001134;;1.340,16;94.879,16C
03/05/2024;NOTA FISCAL Nº 3837232 ;5782;0524-00001135;;502,63;95.381,79C
03/05/2024;NOTA FISCAL Nº 3836917 ;5782;0524-00001136;;450,58;95.832,37C
03/05/2024;NOTA FISCAL Nº 3837263 ;5782;0524-00001137;;94,27;95.926,64C
03/05/2024;NOTA FISCAL Nº 3837443 ;5782;0524-00001138;;1.212,03;97.138,67C
03/05/2024;NOTA FISCAL Nº 3837444 ;5782;0524-00001139;;18.233,28;115.371,95C
03/05/2024;PAGAMENTO DUPLICATA Nº 3804035 ; ;0524-00004421;16,53;;115.355,42C
03/05/2024;PAGAMENTO DUPLICATA Nº 3804034 ; ;0524-00004429;719,58;;114.635,84C
03/05/2024;PAGAMENTO DUPLICATA Nº 3804127 ; ;0524-00004453;53,2;;114.582,64C
03/05/2024;PAGAMENTO DUPLICATA Nº 3804010 ; ;0524-00004459;105,76;;114.476,88C
03/05/2024;PAGAMENTO DUPLICATA Nº 3804984 ; ;0524-00004461;110,32;;114.366,56C
03/05/2024;PAGAMENTO DUPLICATA Nº 3804126 ; ;0524-00004478;209,13;;114.157,43C
03/05/2024;PAGAMENTO DUPLICATA Nº 3804007 ; ;0524-00004479;288,36;;113.869,07C
03/05/2024;PAGAMENTO DUPLICATA Nº 3804008 ; ;0524-00004510;260,32;;113.608,75C
03/05/2024;PAGAMENTO DUPLICATA Nº 3804995 ; ;0524-00004519;402,62;;113.206,13C
03/05/2024;PAGAMENTO DUPLICATA Nº 3803997 ; ;0524-00005015;47,78;;113.158,35C
03/05/2024;PAGAMENTO DUPLICATA Nº 3803990 ; ;0524-00005016;73,92;;113.084,43C
03/05/2024;PAGAMENTO DUPLICATA Nº 3803991 ; ;0524-00005017;75,87;;113.008,56C
03/05/2024;PAGAMENTO DUPLICATA Nº 3804983 ; ;0524-00005018;85,33;;112.923,23C
03/05/2024;PAGAMENTO DUPLICATA Nº 3804006 ; ;0524-00005020;135,49;;112.787,74C
03/05/2024;PAGAMENTO DUPLICATA Nº 3804128 ; ;0524-00005021;140,76;;112.646,98C
03/05/2024;PAGAMENTO DUPLICATA Nº 3803998 ; ;0524-00005022;224,08;;112.422,90C
03/05/2024;PAGAMENTO DUPLICATA Nº 3804982 ; ;0524-00005023;705,55;;111.717,35C
04/05/2024;PAGAMENTO DUPLICATA Nº 3768253 ; ;0524-00004464;67,54;;111.649,81C
04/05/2024;PAGAMENTO DUPLICATA Nº 3768566 ; ;0524-00004486;108,99;;111.540,82C
04/05/2024;PAGAMENTO DUPLICATA Nº 3805523 ; ;0524-00004492;137,83;;111.402,99C
05/05/2024;PAGAMENTO DUPLICATA Nº 3808208 ; ;0524-00004452;214,79;;111.188,20C
05/05/2024;PAGAMENTO DUPLICATA Nº 3733761 ; ;0524-00004458;57,78;;111.130,42C
05/05/2024;PAGAMENTO DUPLICATA Nº 3732622 ; ;0524-00004549;235,07;;110.895,35C
05/05/2024;PAGAMENTO DUPLICATA Nº 3732773 ; ;0524-00004550;249,78;;110.645,57C
05/05/2024;PAGAMENTO DUPLICATA Nº 3808210 ; ;0524-00004559;1.279,86;;109.365,71C
05/05/2024;PAGAMENTO DUPLICATA Nº 3808446 ; ;0524-00004562;1.058,50;;108.307,21C
05/05/2024;PAGAMENTO DUPLICATA Nº 3808445 ; ;0524-00004565;2.063,87;;106.243,34C
05/05/2024;PAGAMENTO DUPLICATA Nº 3808211 ; ;0524-00005045;52,15;;106.191,19C
05/05/2024;PAGAMENTO DUPLICATA Nº 3807522 ; ;0524-00005046;75,37;;106.115,82C
05/05/2024;PAGAMENTO DUPLICATA Nº 3769784 ; ;0524-00005047;177,99;;105.937,83C
05/05/2024;PAGAMENTO DUPLICATA Nº 3807503 ; ;0524-00005048;265,33;;105.672,50C
05/05/2024;PAGAMENTO DUPLICATA Nº 3808209 ; ;0524-00005049;289,82;;105.382,68C
05/05/2024;PAGAMENTO DUPLICATA Nº 3807521 ; ;0524-00005050;312,55;;105.070,13C
06/05/2024;NOTA FISCAL Nº 3839455 ;3152;0524-00000356;;489,56;105.559,69C
06/05/2024;NOTA FISCAL Nº 3839451 ;3152;0524-00000357;;1.804,22;107.363,91C
06/05/2024;NOTA FISCAL Nº 3838248 ;3152;0524-00000358;;308,07;107.671,98C
06/05/2024;NOTA FISCAL Nº 3838263 ;3152;0524-00000359;;342,08;108.014,06C
06/05/2024;NOTA FISCAL Nº 3838239 ;3152;0524-00000360;;180,06;108.194,12C
06/05/2024;NOTA FISCAL Nº 3838264 ;3152;0524-00000361;;15,85;108.209,97C
06/05/2024;NOTA FISCAL Nº 3838266 ;3152;0524-00000362;;356,97;108.566,94C
06/05/2024;NOTA FISCAL Nº 3839136 ;3152;0524-00000363;;129,02;108.695,96C
06/05/2024;NOTA FISCAL Nº 3839453 ;3152;0524-00000364;;238,68;108.934,64C
06/05/2024;NOTA FISCAL Nº 3839134 ;3152;0524-00000365;;127,88;109.062,52C
06/05/2024;NOTA FISCAL Nº 3838237 ;3152;0524-00000366;;450,95;109.513,47C
06/05/2024;NOTA FISCAL Nº 3839452 ;3152;0524-00000367;;4.355,46;113.868,93C
06/05/2024;NOTA FISCAL Nº 3838238 ;3152;0524-00000368;;77,01;113.945,94C
06/05/2024;NOTA FISCAL Nº 3839454 ;3152;0524-00000469;;52,99;113.998,93C
06/05/2024;NOTA FISCAL Nº 3838254 ;5782;0524-00001140;;356,97;114.355,90C
06/05/2024;NOTA FISCAL Nº 3838974 ;5782;0524-00001141;;54,34;114.410,24C
06/05/2024;NOTA FISCAL Nº 3838972 ;5782;0524-00001142;;39,69;114.449,93C
06/05/2024;NOTA FISCAL Nº 3838914 ;5782;0524-00001143;;89,27;114.539,20C
06/05/2024;NOTA FISCAL Nº 3839046 ;5782;0524-00001144;;118,6;114.657,80C
06/05/2024;NOTA FISCAL Nº 3838853 ;5782;0524-00001145;;282,3;114.940,10C
06/05/2024;NOTA FISCAL Nº 3838851 ;5782;0524-00001146;;705,08;115.645,18C
06/05/2024;NOTA FISCAL Nº 3838973 ;5782;0524-00001147;;1.188,46;116.833,64C
06/05/2024;NOTA FISCAL Nº 3839053 ;5782;0524-00001148;;9.983,49;126.817,13C
06/05/2024;NOTA FISCAL Nº 3838439 ;5782;0524-00001149;;129,02;126.946,15C
06/05/2024;NOTA FISCAL Nº 3838257 ;5782;0524-00001150;;159,81;127.105,96C
06/05/2024;NOTA FISCAL Nº 3838241 ;5782;0524-00001151;;272,33;127.378,29C
06/05/2024;NOTA FISCAL Nº 3838852 ;5782;0524-00001152;;31;127.409,29C
06/05/2024;NOTA FISCAL Nº 3839054 ;5782;0524-00001153;;3.878,84;131.288,13C
06/05/2024;NOTA FISCAL Nº 3838255 ;5782;0524-00001154;;1.847,38;133.135,51C
06/05/2024;NOTA FISCAL Nº 3838256 ;5782;0524-00001155;;85,95;133.221,46C
07/05/2024;PAGAMENTO DUPLICATA Nº 3735523 ; ;0524-00004540;209,56;;133.011,90C
07/05/2024;PAGAMENTO DUPLICATA Nº 3773176 ; ;0524-00005096;85,17;;132.926,73C
07/05/2024;PAGAMENTO DUPLICATA Nº 3773333 ; ;0524-00005097;88,34;;132.838,39C
08/05/2024;PAGAMENTO DUPLICATA Nº 3809541 ; ;0524-00004430;52,26;;132.786,13C
08/05/2024;PAGAMENTO DUPLICATA Nº 3809540 ; ;0524-00004494;202,94;;132.583,19C
08/05/2024;PAGAMENTO DUPLICATA Nº 3809492 ; ;0524-00004513;244,16;;132.339,03C
08/05/2024;PAGAMENTO DUPLICATA Nº 3810646 ; ;0524-00004517;392,06;;131.946,97C
08/05/2024;PAGAMENTO DUPLICATA Nº 3810647 ; ;0524-00004561;1.051,79;;130.895,18C
08/05/2024;PAGAMENTO DUPLICATA Nº 3810138 ; ;0524-00005125;114,21;;130.780,97C
08/05/2024;PAGAMENTO DUPLICATA Nº 3810468 ; ;0524-00005126;142,44;;130.638,53C
09/05/2024;NOTA FISCAL Nº 3840152 ;5782;0524-00001156;;750,78;131.389,31C
09/05/2024;PAGAMENTO DUPLICATA Nº 3812375 ; ;0524-00004419;125,54;;131.263,77C
09/05/2024;PAGAMENTO DUPLICATA Nº 3811079 ; ;0524-00004471;84,63;;131.179,14C
09/05/2024;PAGAMENTO DUPLICATA Nº 3811080 ; ;0524-00004484;106,96;;131.072,18C
09/05/2024;PAGAMENTO DUPLICATA Nº 3812424 ; ;0524-00004504;197,68;;130.874,50C
09/05/2024;PAGAMENTO DUPLICATA Nº 3812429 ; ;0524-00004526;897,47;;129.977,03C
09/05/2024;PAGAMENTO DUPLICATA Nº 3738767 ; ;0524-00004537;226,91;;129.750,12C
09/05/2024;PAGAMENTO DUPLICATA Nº 3738809 ; ;0524-00004555;278,42;;129.471,70C
09/05/2024;PAGAMENTO DUPLICATA Nº 3812428 ; ;0524-00004557;847,42;;128.624,28C
09/05/2024;PAGAMENTO DUPLICATA Nº 3812378 ; ;0524-00005159;19,15;;128.605,13C
09/05/2024;PAGAMENTO DUPLICATA Nº 3811120 ; ;0524-00005160;24,24;;128.580,89C
09/05/2024;PAGAMENTO DUPLICATA Nº 3811048 ; ;0524-00005161;42,98;;128.537,91C
09/05/2024;PAGAMENTO DUPLICATA Nº 3811117 ; ;0524-00005162;76,59;;128.461,32C
09/05/2024;PAGAMENTO DUPLICATA Nº 3812368 ; ;0524-00005163;85,33;;128.375,99C
09/05/2024;PAGAMENTO DUPLICATA Nº 3811122 ; ;0524-00005164;110,86;;128.265,13C
09/05/2024;PAGAMENTO DUPLICATA Nº 3812369 ; ;0524-00005167;736,36;;127.528,77C
10/05/2024;NOTA FISCAL Nº 3840146 ;3152;0524-00000369;;23,51;127.552,28C
10/05/2024;NOTA FISCAL Nº 3840147 ;3152;0524-00000370;;218,36;127.770,64C
10/05/2024;NOTA FISCAL Nº 3840148 ;3152;0524-00000371;;204,76;127.975,40C
10/05/2024;NOTA FISCAL Nº 3840771 ;3152;0524-00000372;;2.198,36;130.173,76C
10/05/2024;NOTA FISCAL Nº 3840770 ;3152;0524-00000373;;1.225,51;131.399,27C
10/05/2024;NOTA FISCAL Nº 3842079 ;3152;0524-00000374;;97,65;131.496,92C
10/05/2024;NOTA FISCAL Nº 3842085 ;3152;0524-00000375;;64,07;131.560,99C
10/05/2024;NOTA FISCAL Nº 3842012 ;3152;0524-00000376;;60,37;131.621,36C
10/05/2024;NOTA FISCAL Nº 3842011 ;3152;0524-00000377;;163,56;131.784,92C
10/05/2024;NOTA FISCAL Nº 3842083 ;3152;0524-00000378;;322,46;132.107,38C
10/05/2024;NOTA FISCAL Nº 3842081 ;3152;0524-00000379;;174,37;132.281,75C
10/05/2024;NOTA FISCAL Nº 3842078 ;3152;0524-00000380;;337,53;132.619,28C
10/05/2024;NOTA FISCAL Nº 3842084 ;3152;0524-00000381;;586,7;133.205,98C
10/05/2024;NOTA FISCAL Nº 3842082 ;3152;0524-00000382;;925,63;134.131,61C
10/05/2024;NOTA FISCAL Nº 3843268 ;3152;0524-00000383;;574,04;134.705,65C
10/05/2024;NOTA FISCAL Nº 3843264 ;3152;0524-00000384;;27,52;134.733,17C
10/05/2024;NOTA FISCAL Nº 3843265 ;3152;0524-00000385;;307,53;135.040,70C
10/05/2024;NOTA FISCAL Nº 3843269 ;3152;0524-00000386;;49,03;135.089,73C
10/05/2024;NOTA FISCAL Nº 3843266 ;3152;0524-00000387;;129,92;135.219,65C
10/05/2024;NOTA FISCAL Nº 3843261 ;3152;0524-00000388;;361,15;135.580,80C
10/05/2024;NOTA FISCAL Nº 3843263 ;3152;0524-00000389;;133,8;135.714,60C
10/05/2024;NOTA FISCAL Nº 3843262 ;3152;0524-00000390;;430,97;136.145,57C
10/05/2024;NOTA FISCAL Nº 3843277 ;5782;0524-00001157;;417,67;136.563,24C
10/05/2024;NOTA FISCAL Nº 3843278 ;5782;0524-00001158;;1.231,60;137.794,84C
10/05/2024;NOTA FISCAL Nº 3843279 ;5782;0524-00001159;;65,86;137.860,70C
10/05/2024;NOTA FISCAL Nº 3843247 ;5782;0524-00001160;;327,76;138.188,46C
10/05/2024;NOTA FISCAL Nº 3843272 ;5782;0524-00001161;;275,6;138.464,06C
10/05/2024;NOTA FISCAL Nº 3843282 ;5782;0524-00001162;;1.073,21;139.537,27C
10/05/2024;NOTA FISCAL Nº 3843283 ;5782;0524-00001163;;181,95;139.719,22C
10/05/2024;NOTA FISCAL Nº 3843273 ;5782;0524-00001164;;2.257,25;141.976,47C
10/05/2024;NOTA FISCAL Nº 3843274 ;5782;0524-00001165;;1.232,33;143.208,80C
10/05/2024;NOTA FISCAL Nº 3843276 ;5782;0524-00001166;;537,46;143.746,26C
10/05/2024;NOTA FISCAL Nº 3843280 ;5782;0524-00001167;;448,54;144.194,80C
10/05/2024;NOTA FISCAL Nº 3842548 ;5782;0524-00001168;;550,49;144.745,29C
10/05/2024;PAGAMENTO DUPLICATA Nº 3774836 ; ;0524-00004416;12,91;;144.732,38C
10/05/2024;PAGAMENTO DUPLICATA Nº 3813026 ; ;0524-00004469;120,51;;144.611,87C
10/05/2024;PAGAMENTO DUPLICATA Nº 3813108 ; ;0524-00004480;97,52;;144.514,35C
10/05/2024;PAGAMENTO DUPLICATA Nº 3813168 ; ;0524-00004507;231,72;;144.282,63C
10/05/2024;PAGAMENTO DUPLICATA Nº 3813169 ; ;0524-00004536;532,23;;143.750,40C
10/05/2024;PAGAMENTO DUPLICATA Nº 3774729 ; ;0524-00005181;23,31;;143.727,09C
11/05/2024;NOTA FISCAL Nº 3842104 ;5782;0524-00001169;;34,79;143.761,88C
11/05/2024;NOTA FISCAL Nº 3840158 ;5782;0524-00001170;;588,38;144.350,26C
11/05/2024;NOTA FISCAL Nº 3840159 ;5782;0524-00001171;;521,11;144.871,37C
11/05/2024;NOTA FISCAL Nº 3842112 ;5782;0524-00001172;;306,4;145.177,77C
11/05/2024;NOTA FISCAL Nº 3842105 ;5782;0524-00001173;;205,44;145.383,21C
11/05/2024;NOTA FISCAL Nº 3840836 ;5782;0524-00001174;;6.683,76;152.066,97C
11/05/2024;NOTA FISCAL Nº 3840835 ;5782;0524-00001175;;6.478,66;158.545,63C
